Name,Oracle,Trigger 1,Trigger 2,Trigger 3,Trigger 4,Trigger 5
Kirtar's Desire,Enchant creature.    Enchanted creature can't attack.    Threshold - Enchanted creature can't block as long as seven or more cards are in your graveyard.,,,,,
Kirtar's Wrath,"Destroy all creatures.  They can't be regenerated.    Threshold - If seven or more cards are in your graveyard, instead destroy all creatures, then put two 1/1 white Spirit creature tokens with flying onto the battlefield.  Creatures destroyed this way can't be regenerated.",,,,,
Kismet,"Artifacts, creatures, and lands played by your opponents enter the battlefield tapped.",,,,,
Kiss of Death,Kiss of Death deals 4 damage to target opponent.  You gain 4 life.,,,,,
Kiss of the Amesha,Target player gains 7 life and draws two cards.,,,,,
Kitchen Finks,"When Kitchen Finks enters the battlefield, you gain 2 life.    Persist",Lapsing,Lapsing,,,
Kite Shield,Equipped creature gets +0/+3.    Equip 3,,,,,
Kitesail,Equipped creature gets +1/+0 and has flying.    Equip 2,,,,,
Kitesail Apprentice,"As long as Kitesail Apprentice is equipped, it gets +1/+1 and has flying.",,,,,
Kithkin Armor,"Enchant creature.    Enchanted creature can't be blocked by creatures with power 3 or greater.    Sacrifice Kithkin Armor: The next time a source of your choice would deal damage to enchanted creature this turn, prevent that damage.",,,,,
Kithkin Daggerdare,"G, T: Target attacking creature gets +2/+2 until end of turn.",,,,,
Kithkin Greatheart,"As long as you control a Giant, Kithkin Greatheart gets +1/+1 and has first strike.",,,,,
Kithkin Harbinger,"When Kithkin Harbinger enters the battlefield, you may search your library for a Kithkin card, reveal it, then shuffle your library and put that card on top of it.",Optional,,,,
Kithkin Healer,T: Prevent the next 1 damage that would be dealt to target creature or player this turn.,,,,,
Kithkin Mourncaller,"Whenever an attacking Kithkin or Elf is put into your graveyard from the battlefield, you may draw a card.",Optional,,,,
Kithkin Rabble,Vigilance.    Kithkin Rabble's power and toughness are each equal to the number of white permanents you control.,,,,,
Kithkin Shielddare,"W, T: Target blocking creature gets +2/+2 until end of turn.",,,,,
Kithkin Spellduster,"Flying.    1W, Sacrifice Kithkin Spellduster: Destroy target enchantment.    Persist",Lapsing,,,,
Kithkin Zealot,"When Kithkin Zealot enters the battlefield, you gain 1 life for each black and/or red permanent target opponent controls.",Lapsing,,,,
Kithkin Zephyrnaut,"Kinship - At the beginning of your upkeep, you may look at the top card of your library.  If it shares a creature type with Kithkin Zephyrnaut, you may reveal it.  If you do, Kithkin Zephyrnaut gets +2/+2 and gains flying and vigilance until end of turn.",Optional,,,,
Kitsune Blademaster,"First strike, bushido 1",No visual effect,,,,
Kitsune Bonesetter,T: Prevent the next 3 damage that would be dealt to target creature this turn.  Activate this ability only if you have more cards in hand than each opponent.,,,,,
Kitsune Dawnblade,"Bushido 1.    When Kitsune Dawnblade enters the battlefield, you may tap target creature.",No visual effect,Optional,,,
Kitsune Diviner,T: Tap target Spirit.,,,,,
Kitsune Healer,T: Prevent the next 1 damage that would be dealt to target creature or player this turn.    T: Prevent all damage that would be dealt to target legendary creature this turn.,,,,,
Kitsune Loreweaver,"1W: Kitsune Loreweaver gets +0/+X until end of turn, where X is the number of cards in your hand.",,,,,
Kitsune Mystic,"At the beginning of the end step, if Kitsune Mystic is enchanted by two or more Auras, flip it. // [Autumn-Tail, Kitsune Sage] [Legendary Creature - Fox Wizard] 1: Attach target Aura attached to a creature to another creature. [4/5]",Mandatory,,,,
Kitsune Palliator,T: Prevent the next 1 damage that would be dealt to each creature and each player this turn.,,,,,
Kitsune Riftwalker,Protection from Spirits and from Arcane,,,,,
"Kiyomaro, First to Stand","Kiyomaro, First to Stand's power and toughness are each equal to the number of cards in your hand.    As long as you have four or more cards in hand, Kiyomaro has vigilance.    Whenever Kiyomaro deals damage, if you have seven or more cards in hand, you gain 7 life.",Lapsing,,,,
Kjeldoran Dead,"When Kjeldoran Dead enters the battlefield, sacrifice a creature.    B: Regenerate Kjeldoran Dead.",,,,,
Kjeldoran Elite Guard,"T: Target creature gets +2/+2 until end of turn.  When that creature leaves the battlefield this turn, sacrifice Kjeldoran Elite Guard.  Activate this ability only during combat.",,,,,
Kjeldoran Escort,Banding,,,,,
Kjeldoran Frostbeast,"At end of combat, destroy all creatures blocking or blocked by Kjeldoran Frostbeast.",,,,,
Kjeldoran Gargoyle,"Flying, first strike.    Whenever Kjeldoran Gargoyle deals damage, you gain that much life.",Lapsing,,,,
Kjeldoran Guard,"T: Target creature gets +1/+1 until end of turn.  When that creature leaves the battlefield this turn, sacrifice Kjeldoran Guard.  Activate this ability only during combat and only if defending player controls no snow lands.",,,,,
Kjeldoran Home Guard,"At end of combat, if Kjeldoran Home Guard attacked or blocked this combat, put a -0/-1 counter on Kjeldoran Home Guard and put a 0/1 white Deserter creature token onto the battlefield.",,,,,
Kjeldoran Javelineer,Cumulative upkeep 1.    T: Kjeldoran Javelineer deals damage equal to the number of age counters on it to target attacking or blocking creature.,Mandatory,,,,
Kjeldoran Knight,Banding.    1W: Kjeldoran Knight gets +1/+0 until end of turn.    WW: Kjeldoran Knight gets +0/+2 until end of turn.,,,,,
Kjeldoran Outpost,"If Kjeldoran Outpost would enter the battlefield, sacrifice a Plains instead.  If you do, put Kjeldoran Outpost onto the battlefield.  If you don't, put it into its owner's graveyard.    T: Add W to your mana pool.    1W, T: Put a 1/1 white Soldier creature token onto the battlefield.",,,,,
Kjeldoran Outrider,W: Kjeldoran Outrider gets +0/+1 until end of turn.,,,,,
Kjeldoran Phalanx,"First strike, banding",,,,,
Kjeldoran Pride,Enchant creature.    Enchanted creature gets +1/+2.    2U: Attach Kjeldoran Pride to target creature other than enchanted creature.,,,,,
Kjeldoran Royal Guard,T: All combat damage that would be dealt to you by unblocked creatures this turn is dealt to Kjeldoran Royal Guard instead.,,,,,
Kjeldoran Skycaptain,"Flying, first strike, banding",,,,,
Kjeldoran Skyknight,"Flying, first strike, banding",,,,,
Kjeldoran War Cry,"Creatures you control get +X/+X until end of turn, where X is 1 plus the number of cards named Kjeldoran War Cry in all graveyards.",,,,,
Kjeldoran Warrior,Banding,,,,,
Knacksaw Clique,"Flying.    1U, Q: Target opponent exiles the top card of his or her library.  Until end of turn, you may play that card.",,,,,
Knight Errant,,,,,,
Knight Exemplar,First strike.    Other Knight creatures you control get +1/+1 and are indestructible.,,,,,
Knight of Cliffhaven,"Level up 3.    [LEVEL 1-3 ~ Flying ~ 2/3]    [LEVEL 4+ ~ Flying, vigilance ~ 4/4]",,,,,
Knight of Dawn,First strike.    WW: Knight of Dawn gains protection from the color of your choice until end of turn.,,,,,
Knight of Dusk,BB: Destroy target creature blocking Knight of Dusk.,,,,,
Knight of Meadowgrain,"First strike, lifelink",,,,,
Knight of New Alara,Each other multicolored creature you control gets +1/+1 for each of its colors.,,,,,
Knight of Stromgald,Protection from white.    B: Knight of Stromgald gains first strike until end of turn.    BB: Knight of Stromgald gets +1/+0 until end of turn.,,,,,
Knight of Sursi,"Flying, flanking.    Suspend 3 - W",No visual effect,Mandatory,Mandatory,,
Knight of the Holy Nimbus,"Flanking.    If Knight of the Holy Nimbus would be destroyed, regenerate it.    2: Knight of the Holy Nimbus can't be regenerated this turn.  Only any opponent may activate this ability.",,,,,
Knight of the Mists,"Flanking.    When Knight of the Mists enters the battlefield, you may pay U.  If you don't, destroy target Knight and it can't be regenerated.",,,,,
Knight of the Reliquary,"Knight of the Reliquary gets +1/+1 for each land card in your graveyard.    T, Sacrifice a Forest or Plains: Search your library for a land card, put it onto the battlefield, then shuffle your library.",,,,,
Knight of the Skyward Eye,3G: Knight of the Skyward Eye gets +3/+3 until end of turn.  Activate this ability only once each turn.,,,,,
Knight of the White Orchid,"First strike.    When Knight of the White Orchid enters the battlefield, if an opponent controls more lands than you, you may search your library for a Plains card, put it onto the battlefield, then shuffle your library.",Optional,,,,
Knight of Valor,Flanking.    1W: Each creature without flanking blocking Knight of Valor gets -1/-1 until end of turn.  Activate this ability only once each turn.,,,,,
Knight-Captain of Eos,"When Knight-Captain of Eos enters the battlefield, put two 1/1 white Soldier creature tokens onto the battlefield.    W, Sacrifice a Soldier: Prevent all combat damage that would be dealt this turn.",Lapsing,,,,
Knighthood,Creatures you control have first strike.,,,,,
Knights of Thorn,"Protection from red, banding",,,,,
Knollspine Dragon,"Flying.    When Knollspine Dragon enters the battlefield, you may discard your hand and draw cards equal to the damage dealt to target opponent this turn.",Optional,,,,
Knollspine Invocation,"X, Discard a card with converted mana cost X: Knollspine Invocation deals X damage to target creature or player.",,,,,
Knotvine Mystic,"1, T: Add RGW to your mana pool.",,,,,
Knotvine Paladin,"Whenever Knotvine Paladin attacks, it gets +1/+1 until end of turn for each untapped creature you control.",No visual effect,,,,
Knowledge Exploitation,Prowl 3U.    Search target opponent's library for an instant or sorcery card.  You may cast that card without paying its mana cost.  Then that player shuffles his or her library.,,,,,
Knowledge Pool,"Imprint - When Knowledge Pool enters the battlefield, each player exiles the top three cards of his or her library.    Whenever a player casts a spell from his or her hand, that player exiles it.  If the player does, he or she may cast another nonland card exiled with Knowledge Pool without paying that card's mana cost.",Mandatory,Mandatory,,,
Knowledge Vault,"2, T: Exile the top card of your library face down.    0: Sacrifice Knowledge Vault.  If you do, discard your hand, then put all cards exiled with Knowledge Valut into their owner's hand.    When Knowledge Vault leaves the battlefield, put all cards exiled with Knowledge Vault into their owner's graveyard.",,,,,
Knucklebone Witch,"Whenever a Goblin you control dies, you may put a +1/+1 counter on Knucklebone Witch.",Optional,,,,
Kobold Drill Sergeant,Other Kobold creatures you control get +0/+1 and have trample.,,,,,
Kobold Overlord,First strike.    Other Kobold creatures you control have first strike.,,,,,
Kobold Taskmaster,Other Kobold creatures you control get +1/+0.,,,,,
Kobolds of Kher Keep,[R],,,,,
Kodama of the Center Tree,"Kodama of the Center Tree's power and toughness are each equal to the number of Spirits you control.    Kodama of the Center Tree has soulshift X, where X is the number of Spirits you control.",Optional,,,,
Kodama of the North Tree,"Trample, shroud",,,,,
Kodama of the South Tree,"Whenever you cast a Spirit or Arcane spell, each other creature you control gets +1/+1 and gains trample until end of turn.",No visual effect,,,,
Kodama's Might,Target creature gets +2/+2 until end of turn.    Splice onto Arcane G,,,,,
Kodama's Reach,"Search your library for two basic lands cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand.  Then shuffle your library.",,,,,
"Kokusho, the Evening Star","Flying.    When Kokusho, the Evening Star dies, each opponent loses 5 life.  You gain life equal to the life lost this way.",Lapsing,,,,
"Konda, Lord of Eiganjo","Vigilance, bushido 5.    Konda, Lord of Eiganjo is indestructible.",No visual effect,,,,
Konda's Banner,Konda's Banner can be attached only to a legendary creature.    Creatures that share a color with equipped creature get +1/+1.    Creatures that share a creature type with equipped creature get +1/+1.    Equip 2,,,,,
Konda's Hatamoto,"Bushido 1.    As long as you control a legendary Samurai, Konda's Hatamoto gets +1/+2 and has vigilance.",No visual effect,,,,
"Kongming, ""Sleeping Dragon""",Other creatures you control get +1/+1.,,,,,
